query,title,year,venue,doi,type
embodied visual self model robotics,"S-AI-ROBOTICS : A Sparse Artificial Intelligence Architecture with Hormonal Orchestration, Parsimonious Control, and Symbolic Memory for Adaptive, Safe, and Explainable Embodied Robotics",2026,,10.21203/rs.3.rs-9234313/v1,posted-content
embodied visual self model robotics,Self-Supervised Generative Reconstruction Model for Blind Image Denoising and Detail Preservation in Adverse Visual Conditions,2025,,10.64971/j.cph.eijtem.v12.i3.11.2025,journal
embodied visual self model robotics,How Effective Embodied Learning for Robotics Instruction,2025,2025 ASEE Annual Conference &amp; Exposition  Proceedings,10.18260/1-2--56701,proceedings-article
embodied visual self model robotics,,2022,,10.3030/101069994,grant
embodied visual self model robotics,ACKNOWLEDGMENTS,2022,The Visual Preacher,10.2307/j.ctv29sfxr3.4,book-chapter
embodied visual self model robotics,Embodied Social Interaction for Service Robots in Hallway Environments,2006,Springer Tracts in Advanced Robotics,10.1007/978-3-540-33453-8_25,book-chapter
embodied visual self model robotics,Embodied Intelligence in Soft Robotics Through Hardware Multifunctionality,2021,Frontiers in Robotics and AI,10.3389/frobt.2021.724056,journal-article
embodied visual self model robotics,Efficient multitask learning with an embodied predictive model for door opening and entry with whole-body control,2022,Science Robotics,10.1126/scirobotics.aax8177,journal-article
embodied visual self model robotics,Uncalibrated Visual Servoing Using More Precise Model,2008,"2008 IEEE Conference on Robotics, Automation and Mechatronics",10.1109/ramech.2008.4681521,proceedings-article
embodied visual self model robotics,Autonomous Embodied AI,2026,Autonomous Embodied AI,10.1007/978-981-95-7750-7_2,book-chapter
embodied visual self model robotics,NOTES,2022,The Visual Preacher,10.2307/j.ctv29sfxr3.12,book-chapter
embodied visual self model robotics,Embodied Cognitive Science,2008,Studies in Computational Intelligence,10.1007/978-3-540-77612-3_2,book-chapter
embodied visual self model robotics,SEFM: A Self-Evolving Framework for Multirobot Embodied Agents with Semantic Frontier Assessment and Collective Long-Term Memory,2026,2026 6th International Symposium on Intelligent Robotics and Systems (ISoIRS),10.1109/isoirs70157.2026.11545289,proceedings-article
embodied visual self model robotics,Higher accuracy self-supervised visual odometry with reliable projection,2022,Artificial Life and Robotics,10.1007/s10015-022-00766-7,journal-article
embodied visual self model robotics,Integration of Model-based and Model-free Cues for Visual Object Tracking in 3D,2006,Proceedings of the 2005 IEEE International Conference on Robotics and Automation,10.1109/robot.2005.1570335,proceedings-article
embodied visual self model robotics,"Editorial: Narrow and general intelligence: embodied, self-referential social cognition and novelty production in humans, AI and robots",2026,Frontiers in Robotics and AI,10.3389/frobt.2025.1766766,journal-article
embodied visual self model robotics,"What is Life? The Artistic Aspect of the Embodied Intelligence and Soft Robotics: Life in Sonic Arts, Audio-Visual Programming, and Handicrafts Design",2023,IOP Conference Series: Materials Science and Engineering,10.1088/1757-899x/1292/1/012016,journal-article
embodied visual self model robotics,Expression Entails Anticipation,2008,Embodied Grounding,10.1017/cbo9780511805837.013,book-chapter
embodied visual self model robotics,Embodied Rhythms and Self-Time,2021,Working Out Desire,10.2307/j.ctvz9387h.13,book-chapter
embodied visual self model robotics,Uni-NaVid: A Video-based Vision-Language-Action Model for Unifying Embodied Navigation Tasks,2025,Robotics: Science and Systems XXI,10.15607/rss.2025.xxi.013,proceedings-article
embodied visual self model robotics,Activity-dependent competition regulated by nonlinear interspike interaction in STDP: a model for visual cortical plasticity,2012,Artificial Life and Robotics,10.1007/s10015-012-0029-1,journal-article
embodied visual self model robotics,Embodied Self-Regulation,2015,Mindfulness and Yoga for Self-Regulation,10.1891/9780826198631.0001,book-chapter
embodied visual self model robotics,Visual guided grasping of aggregates using self-valuing learning,2003,Proceedings 2002 IEEE International Conference on Robotics and Automation (Cat. No.02CH37292),10.1109/robot.2002.1014336,proceedings-article
embodied visual self model robotics,Mobile robot self-localization based on global visual appearance features,2004,2003 IEEE International Conference on Robotics and Automation (Cat. No.03CH37422),10.1109/robot.2003.1241767,proceedings-article
embodied visual self model robotics,Embodied Language in Brains and Robots: The Question of Geometrical Reference Frames,2019,Springer Tracts in Advanced Robotics,10.1007/978-3-030-17974-8_1,book-chapter
embodied visual self model robotics,Spatial-Frequency Consistency Learning for Self-Supervised Visual Representations,2026,Proceedings of International Conference on Artificial Life and Robotics,10.5954/icarob.2026.gs6-2,journal-article
embodied visual self model robotics,Acknowledgments,2019,The Embodied Eye,10.1525/9780520952140-003,book-chapter
embodied visual self model robotics,RECOMMENDED RESOURCES,2022,The Visual Preacher,10.2307/j.ctv29sfxr3.13,book-chapter
embodied visual self model robotics,Visual Topological Map Building in Self-similar Environments,2008,Lecture Notes Electrical Engineering,10.1007/978-3-540-79142-3_16,book-chapter
embodied visual self model robotics,Frontmatter,2019,The Embodied Eye,10.1525/9780520952140-fm,book-chapter
embodied visual self model robotics,Contents,2014,Becoming Women,10.3138/9781442685406-toc,book-chapter
embodied visual self model robotics,Contents,2019,The Embodied Eye,10.1525/9780520952140-toc,book-chapter
embodied visual self model robotics,On-line self-calibration method for unattended manipulators based on Gaussian motion model and visual system,2021,Industrial Robot: the international journal of robotics research and application,10.1108/ir-03-2020-0057,journal-article
embodied visual self model robotics,Notes on Contributors,2014,Embodied Politics in Visual Autobiography,10.3138/9781442666146-017,book-chapter
embodied visual self model robotics,Autonomous Swarm Embodied AI,2026,Autonomous Embodied AI,10.1007/978-981-95-7750-7_3,book-chapter
embodied visual self model robotics,5 Multi-cue 3D Model-Based Object Tracking,2006,Springer Tracts in Advanced Robotics,10.1007/11540151_5,book-chapter
embodied visual self model robotics,"Bio-inspired cognitive robotics vs. embodied AI for socially acceptable, civilized robots",2026,Frontiers in Robotics and AI,10.3389/frobt.2026.1714310,journal-article
embodied visual self model robotics,Index,2014,Becoming Women,10.3138/9781442685406-016,book-chapter
embodied visual self model robotics,CROSS-DOMAIN VISUAL LOOP CLOSURE DETECTION BASED ON IMAGE TRANSLATION MODEL,2025,International Journal of Robotics and Automation,10.2316/j.2025.206-1239,journal-article
embodied visual self model robotics,Back Matter,2022,The Visual Preacher,10.2307/j.ctv29sfxr3.14,book-chapter
embodied visual self model robotics,References,2014,Becoming Women,10.3138/9781442685406-015,book-chapter
embodied visual self model robotics,Visual programming by demonstration of grasping skills in the context of a mobile service robot using 1D-topology based self-organizing-maps,2012,Robotics and Autonomous Systems,10.1016/j.robot.2011.07.018,journal-article
embodied visual self model robotics,Becoming Women,2014,,10.3138/9781442685406,monograph
embodied visual self model robotics,Contributions to the Concept of Embodied Intelligence in Soft Robotics through Control and Design Co-Optimization,2026,,10.70675/3f4ac9c0z8406z46f4z894ez0a2920dd4f58,dissertation
embodied visual self model robotics,Index,2019,The Embodied Eye,10.1525/9780520952140-008,book-chapter
embodied visual self model robotics,Front Matter,2022,The Visual Preacher,10.2307/j.ctv29sfxr3.1,book-chapter
embodied visual self model robotics,Acknowledgments,2014,Becoming Women,10.3138/9781442685406-002,book-chapter
embodied visual self model robotics,Healing the Embodied Self in CandomblÃ©,2014,Possessing Spirits and Healing Selves,10.1057/9781137409607.0009,book-chapter
embodied visual self model robotics,Preface,2019,The Embodied Eye,10.1525/9780520952140-002,book-chapter
embodied visual self model robotics,Visual input compensation using the Crowley-Arbib saccade model,2005,"ICAR '05. Proceedings., 12th International Conference on Advanced Robotics, 2005.",10.1109/.2005.1507452,proceedings-article
embodied visual self model robotics,The Embodied Eye,2012,,10.1525/9780520952140,monograph
embodied visual self model robotics,Complementary Visual Neuronal Systems Model for Collision Sensing,2020,2020 5th International Conference on Advanced Robotics and Mechatronics (ICARM),10.1109/icarm49381.2020.9195303,proceedings-article
embodied visual self model robotics,Visual 3D Spatiotemporal Fields‐Driven Obstacle Avoidance Using Model Predictive Control for Nursing Robots in Unstructured Environments,2026,Journal of Field Robotics,10.1002/rob.70217,journal-article
embodied visual self model robotics,An Embodied Simulation Model of Irrational Beliefs: Embodied Irrational Beliefs,2020,Embodied Hot Cognitive Vulnerability to Emotional Disorders​,10.1007/978-3-030-53989-4_6,book-chapter
embodied visual self model robotics,Visual Arts Practice and Affect,2016,,10.5040/9798881817336,book
embodied visual self model robotics,PREDICTIVE CONTROL BY LOCAL VISUAL DATA - Mobile Robot Model Predictive Control Strategies Using Local Visual Information and Odometer Data,2007,"Proceedings of the Fourth International Conference on Informatics in Control, Automation and Robotics",10.5220/0001638102590266,proceedings-article
embodied visual self model robotics,Frontmatter,2014,Becoming Women,10.3138/9781442685406-fm,book-chapter
embodied visual self model robotics,A Top-Down and Bottom-Up Visual Attention Model for Humanoid Object Approaching and Obstacle Avoidance,2016,2016 XIII Latin American Robotics Symposium and IV Brazilian Robotics Symposium (LARS/SBR),10.1109/lars-sbr.2016.12,proceedings-article
embodied visual self model robotics,Embodied minds,2017,The extended self,10.2307/j.ctt1mf717q.9,book-chapter
occlusion reasoning robot vision,Occlusion-Shared and Feature-Separated Network for Occlusion Relationship Reasoning,2019,2019 IEEE/CVF International Conference on Computer Vision (ICCV),10.1109/iccv.2019.01044,proceedings-article
occlusion reasoning robot vision,Large Displacement 3D Scene Flow with Occlusion Reasoning,2015,2015 IEEE International Conference on Computer Vision (ICCV),10.1109/iccv.2015.502,proceedings-article
